Unnamed: 0,reger,reger2,reger3,dis1,dis2,dis3
216,"('VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')","('VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'PvdD', 'D66', 'GL/PvdA')",187.96326918839728,194.03201295034924,208.6133370957008
225,"('VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')","('VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'Volt', 'D66', 'GL/PvdA', 'CDA')",187.96326918839728,194.03201295034924,211.38537346799063
228,"('BBB', 'D66', 'GL/PvdA', 'CDA')","('CU', 'Volt', 'D66', 'GL/PvdA', 'CDA')","('CU', 'D66', 'GL/PvdA', 'CDA', 'NSC')",146.2325003795887,158.3265989766122,158.90384762840208
241,"('BBB', 'VVD', 'D66', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'SGP', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'CU', 'SGP', 'GL/PvdA', 'CDA')",217.87218521850323,237.10156129393584,275.7589611146305
245,"('VVD', 'CU', 'SP', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'CU', 'SP', 'Volt', 'D66', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'CU', 'SGP', 'D66', 'GL/PvdA', 'CDA', 'NSC')",476.52968948096265,489.62495406832113,505.0502437172108
247,"('BBB', 'VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'CU', 'Volt', 'D66', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')",276.6923818888462,283.4036734917234,292.68648560339034
265,"('PVV', 'BBB', 'VVD', 'NSC')","('PVV', 'BBB', 'VVD', '50PLUS', 'NSC')","('PVV', 'BBB', 'VVD', 'FvD', 'NSC')",73.7986082552817,114.030813385441,118.65316690049052
271,"('BBB', 'VVD', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'SGP', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'D66', 'GL/PvdA', 'CDA')",170.23239605224074,197.5891000232228,217.87218521850323
276,"('BBB', 'VVD', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'Volt', 'D66', 'GL/PvdA', 'CDA')",170.23239605224074,194.03201295034924,211.38537346799063
316,"('VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')","('VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'Volt', 'D66', 'GL/PvdA', 'CDA')",187.96326918839728,194.03201295034924,211.38537346799063
324,"('PVV', 'BBB', 'CU', 'SP', 'SGP')","('PVV', 'BBB', 'CU', 'SP', 'Volt')","('PVV', 'CU', 'SP', 'Volt', 'PvdD')",314.6553911773107,359.9671137239166,377.5750287887802
328,"('VVD', 'D66', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'SGP', 'GL/PvdA', 'CDA', 'NSC')",142.15397690818665,170.23239605224074,173.7908639926679
345,"('VVD', 'D66', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'SGP', 'GL/PvdA', 'CDA', 'NSC')",142.15397690818665,170.23239605224074,173.7908639926679
358,"('BBB', 'VVD', 'D66', 'GL/PvdA', 'CDA')","('PVV', 'BBB', 'VVD', 'SP')","('BBB', 'VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')",217.87218521850323,232.8605219347171,276.6923818888462
360,"('PVV', 'BBB', 'VVD', 'NSC')","('PVV', 'BBB', 'VVD', 'JA21')","('PVV', 'VVD', 'FvD', 'NSC')",73.7986082552817,74.59535932582557,96.42935007057278
363,"('BBB', 'VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')","('VVD', 'CU', 'SP', 'D66', 'GL/PvdA', 'CDA')",276.6923818888462,292.68648560339034,354.131165932207
369,"('VVD', 'Volt', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'CU', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'CU', 'SGP', 'D66', 'GL/PvdA', 'CDA', 'NSC')",298.0167214541021,371.25716147064605,372.9047576498155
370,"('PVV', 'BBB', 'VVD', 'FvD', 'JA21', 'SGP')","('PVV', 'BBB', 'VVD', 'FvD', 'SGP', 'NSC')","('PVV', 'BBB', 'VVD', 'FvD', '50PLUS', 'NSC')",163.6135129562776,168.74108562642266,184.8387723478247
384,"('PVV', 'BBB', 'VVD', 'FvD', 'SGP', 'NSC')","('BBB', 'VVD', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'SGP', 'GL/PvdA', 'CDA')",168.74108562642266,170.23239605224074,197.5891000232228
393,"('VVD', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'Volt', 'D66', 'GL/PvdA')","('BBB', 'VVD', 'GL/PvdA', 'CDA')",121.58199960093812,135.99889614109924,141.52105911152964
402,"('PVV', 'BBB', 'VVD', 'FvD', 'NSC')","('BBB', 'VVD', 'GL/PvdA', 'CDA')","('VVD', 'D66', 'GL/PvdA', 'CDA')",118.65316690049052,141.52105911152964,142.15397690818665
404,"('VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')","('VVD', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'Volt', 'D66', 'GL/PvdA', 'CDA')",187.96326918839728,194.03201295034924,211.38537346799063
410,"('VVD', 'D66', 'GL/PvdA', 'CDA')","('BBB', 'VVD', 'GL/PvdA', 'CDA', 'NSC')","('VVD', 'CU', 'D66', 'GL/PvdA', 'CDA')",142.15397690818665,170.23239605224074,187.96326918839728
423,"('BBB', 'VVD', 'CU', 'GL/PvdA', 'CDA')","('VVD', 'CU', 'SGP', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'CU', 'GL/PvdA', 'CDA', 'NSC')",201.1911666028292,240.98111510268564,248.16194015765404
470,"('BBB', 'VVD', 'CU', 'D66', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'CU', 'Volt', 'D66', 'GL/PvdA', 'CDA')","('PVV', 'FvD', 'CU', 'Volt', 'PvdD')",371.25716147064605,429.6020143791744,478.0366950719155
476,"('VVD', 'GL/PvdA', 'CDA', 'NSC')","('BBB', 'VVD', 'GL/PvdA', 'CDA')","('VVD', 'D66', 'GL/PvdA', 'CDA')",121.58199960093812,141.52105911152964,142.15397690818665
492,"('PVV', 'BBB', 'VVD', 'FvD', 'NSC')","('PVV', 'VVD', 'FvD', 'JA21', 'NSC')","('PVV', 'BBB', 'VVD', 'FvD', 'SGP')",118.65316690049052,119.74303175154154,131.21283846871813
